sub,Auditory,CinguloOpercular/Action-mode,Default_Anterolateral,Default_Dorsolateral,Default_Parietal,Default_Retrosplenial,DorsalAttention,Frontoparietal,Language,MedialParietal,Premotor/DorsalAttentionII,Salience,SomatoCognitiveAction,Somatomotor_Face,Somatomotor_Foot,Somatomotor_Hand,Visual_Dorsal/VentralStream,Visual_Lateral,Visual_V1,Visual_V5
001,1.79,7.85,6.07,6.16,4.92,4.23,6.36,21.91,2.73,4.61,2.54,4.66,1.82,2.26,3.42,0.78,3.30,9.58,4.33,0.66
002,6.38,17.14,5.37,3.45,8.20,8.15,7.24,8.63,3.21,1.48,2.78,3.52,1.59,2.14,3.95,2.80,2.55,6.99,3.58,0.86
003,4.01,22.62,7.48,3.28,9.16,2.53,4.06,3.47,5.29,1.54,3.99,2.85,0.47,3.15,2.30,3.24,5.05,8.21,6.01,1.29
004,5.96,9.19,3.15,5.65,10.84,4.87,5.29,10.75,5.58,0.44,4.97,2.90,0.57,3.32,4.04,2.03,5.51,10.86,2.68,1.41
005,3.57,18.29,3.69,6.09,5.83,3.18,6.83,7.11,6.84,0.15,4.06,3.74,1.15,3.04,3.31,2.44,4.45,11.06,3.59,1.58
007,4.37,12.12,7.03,5.96,12.08,4.61,6.08,8.72,7.08,1.16,4.44,3.27,0.98,2.18,2.62,1.74,2.41,7.81,5.00,0.35
008,5.17,13.56,6.54,5.40,4.14,4.92,2.07,6.55,8.29,2.76,3.49,5.00,1.31,2.40,4.75,1.53,5.28,10.18,5.70,0.96
009,4.05,11.02,5.06,2.37,6.85,6.33,4.93,9.98,5.96,0.81,2.50,5.66,0.85,5.02,6.29,3.25,4.88,8.62,4.69,0.88
010,5.10,12.41,3.47,3.23,6.85,5.48,9.41,16.29,5.51,1.30,2.50,1.71,NA,3.51,3.36,2.20,4.70,6.93,4.11,1.95
011,3.32,14.97,5.72,3.72,9.12,5.89,8.26,8.36,5.60,2.50,2.20,3.04,0.78,3.67,3.96,1.40,3.32,7.71,5.50,0.95
012,2.18,14.98,2.37,2.96,6.82,5.70,8.63,15.29,6.15,1.24,3.94,2.37,0.43,3.20,4.68,2.64,4.25,7.06,3.70,1.40
013,5.43,18.75,3.46,5.68,5.16,3.32,9.92,11.07,4.74,1.26,2.24,3.00,1.56,2.21,2.68,2.65,5.17,6.01,5.55,0.14
014,3.81,10.77,6.08,3.57,7.74,10.60,7.61,8.38,8.27,2.37,1.85,2.90,0.11,3.23,3.58,3.11,3.92,6.88,4.32,0.89
017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
018,5.00,14.17,4.58,5.31,10.07,4.22,6.84,10.93,4.35,1.75,2.90,1.70,0.47,2.23,3.27,2.09,5.92,8.97,4.15,1.07
019,3.40,21.60,1.57,3.86,6.60,4.88,10.65,7.97,3.10,2.78,5.40,2.07,0.52,2.24,2.71,1.76,5.52,9.21,3.20,0.95
020,2.12,17.04,5.14,3.58,8.72,2.82,5.55,6.96,6.03,1.14,5.05,2.68,0.98,3.20,4.11,4.19,6.36,7.54,4.96,1.82
021,4.44,17.22,3.60,3.58,5.92,6.94,4.48,10.11,3.66,2.68,2.62,3.94,0.40,3.82,2.94,3.70,5.51,9.18,4.96,0.28
022,3.99,12.68,5.17,3.38,10.35,7.31,6.63,10.13,4.89,1.54,3.18,3.52,0.32,2.36,3.30,2.64,6.63,8.13,2.64,1.21
023,4.96,12.08,4.10,2.48,8.38,7.00,3.87,9.47,6.36,1.65,3.76,7.68,1.55,3.87,3.68,1.62,3.16,7.67,5.01,1.65
024,6.21,17.52,3.09,4.87,6.66,6.36,7.85,5.36,5.62,0.68,5.00,3.42,0.20,3.42,4.32,1.95,4.14,8.00,4.23,1.08
026,4.84,10.45,4.94,2.35,10.26,9.82,4.49,7.18,8.88,0.50,4.29,3.87,0.56,4.07,5.47,1.83,3.91,8.46,3.01,0.85
027,4.12,18.89,2.99,1.85,6.92,5.30,4.24,12.31,8.36,2.34,5.13,4.52,1.08,1.28,2.03,3.53,2.56,7.52,4.34,0.70
029,2.78,19.41,3.69,2.11,10.54,5.08,9.60,9.10,4.54,0.98,4.43,2.94,1.11,3.13,2.40,2.27,3.44,6.61,4.57,1.30
030,2.88,22.77,2.90,1.85,4.73,7.66,11.57,9.23,5.15,2.07,2.58,2.35,0.73,3.27,3.04,1.43,5.01,6.79,3.67,0.30
032,4.88,21.21,2.69,3.08,4.70,4.46,11.55,9.48,2.57,0.32,3.20,5.23,1.20,1.89,2.29,1.47,6.15,8.48,3.78,1.37
033,3.87,18.70,6.34,2.03,3.16,3.43,8.51,8.97,2.56,2.13,4.92,5.99,0.60,2.69,6.17,1.93,4.49,7.97,3.89,1.66
034,3.21,14.38,4.99,2.21,8.18,5.85,12.07,9.55,3.21,0.39,4.01,4.09,0.24,2.66,3.40,1.90,7.57,8.27,3.01,0.79
035,4.47,14.88,2.55,3.62,5.98,2.82,4.84,11.80,9.85,1.36,5.24,3.08,1.04,3.64,3.12,2.13,6.01,6.89,3.72,2.96
036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
037,3.92,16.57,1.87,2.70,3.68,6.79,10.97,7.17,2.69,3.54,3.39,7.04,0.46,3.78,4.16,3.05,3.65,8.11,5.46,1.01
039,5.58,19.10,5.67,4.83,4.18,2.78,4.20,10.68,4.32,1.94,5.07,2.78,0.40,2.13,3.42,2.66,4.55,9.52,4.59,1.57
040,2.93,18.60,3.67,3.50,6.63,5.01,7.46,10.80,7.57,3.32,5.58,4.28,NA,2.72,4.94,3.06,1.91,4.00,2.93,1.11
042,2.74,15.64,3.78,2.60,12.80,5.36,7.16,6.82,7.78,1.97,3.11,3.34,NA,3.18,3.42,1.90,5.75,8.36,3.40,0.90
043,5.65,21.49,3.75,3.44,6.82,1.98,4.36,8.83,6.00,3.30,4.49,3.46,0.36,2.18,1.92,2.81,4.31,7.84,5.89,1.13
044,3.85,16.01,2.26,4.07,10.64,7.07,5.69,13.02,3.84,2.60,3.23,2.07,0.95,1.58,3.23,3.18,2.65,8.31,4.12,1.64
048,4.28,10.13,4.75,4.46,10.27,10.83,3.25,10.97,5.04,1.51,3.72,5.29,0.70,3.29,3.35,2.18,6.30,6.12,2.85,0.72
049,3.39,16.84,4.90,0.88,5.62,3.45,10.39,14.89,2.57,1.71,3.57,3.23,0.59,3.19,4.38,1.99,4.82,9.30,4.13,0.18
050,5.38,11.06,5.23,3.70,8.89,3.92,12.47,12.84,2.50,1.59,3.79,2.82,0.32,1.98,2.66,1.73,3.30,10.49,3.33,2.01
061,3.92,9.67,4.84,2.51,11.29,3.78,8.39,7.25,6.57,1.37,5.50,3.73,0.88,1.77,4.01,2.62,7.56,9.78,3.21,1.35
